,title,overall_review,pros,cons,since,date,rating
1650,"SAMSUNG 850 EVO MZ-75E500B/AM 2.5"" 500GB SATA III 3-D Vertical Internal Solid State Drive (SSD)","
Overall Review:
            I bought a Crucial MX200 CT500MX200SSD1 and everything works fine now. Great Drive. When Samsung updates the firmware I will use the Samsung again.
        ","
Pros:
                Good drive with right firmware
            ","
Cons:
                Some drives have the slowdown bug that the 840 had.Samsung released a firmware update that bricked some peoples hard drives. Samsung has now pulled the firmware update, leaving users with the slowdown bug in limbo.
            ",Ownership: 1 week to 1 month,8/17/2015 5:03:55 PM,1
1651,Awesome Drive,"
Overall Review:
            Great drive, upgraded from a 120 SSD
        ","
Pros:
                speedy boot timesloads my games a bit fasterstays coolsmall foot print
            ","
Cons:
                None
            ",Ownership: 1 month to 1 year,8/17/2015 2:25:01 PM,5
1652,PLEASED WITH PURCHASE,"
Overall Review:
            Did exactly what I'd hoped by reducing (in fact, eliminating) those times when some background process (never did find out exactly what) had the mechanical HDD endlessly churning away and slowing the computer to a crawl.  Those disk-intensive tasks (e.g., virus scans, software installations/removals)  that I initiate manually are now dealt with in the blink of an eye.
        ","
Pros:
                Boot and program launch times are now faster, but not by all that much on my SATA II laptop.  Shutdown and going to sleep are now *much* faster.  Samsung Magician software worked flawlessly.  An overall improvement, enough so that I don't feel compelled to take my time running benchmarks, would cheerfully repeat the purchase and am now considering doing so for my wife's laptop.  *See ""other thoughts.*
            ","
Cons:
                None at this time.
            ",Ownership: 1 week to 1 month,8/17/2015 12:41:21 PM,5
1653,AMAZING PRODUCT,"
Overall Review:
            I love this product I had no issues with it other than losing data when I swapped out the hard drive, but that's to be expected, I do not recommend cloning any hard drive. An external Hard drive comes in handy.
        ","
Pros:
                Easy install, no moving parts, amazing boot time, loading 10x faster than a 5200rpm hard drive, amazing capacity, 1TB I purchased.
            ","
Cons:
                A little pricy, but definitely worth it if you have the money.
            ",Ownership: 1 month to 1 year,8/17/2015 11:35:56 AM,5
1654,Faster boot times for Windows 10,"
Overall Review:
            I received the drive quickly after ordering without paying extra for express shipment.  I've come to expect that from Newegg and I like that about them.  The drive installed easily and the setup was also easy and quick.  After cloning my primary drive data to the new SSD I was amazed at how quickly my pc boots up.  I don't see myself building another computer without a SSD at least as the primary boot drive.
        ","
Pros:
                Ease of setup.  Fast boot times from off to environment.
            ","
Cons:
                None.
            ",Ownership: 1 week to 1 month,8/17/2015 5:29:30 AM,5
1655,unreal ssd,,"
Pros:
                this drive is amazingrapid speed, OP
            ","
Cons:
                none, buy this SSD!
            ",Ownership: 1 week to 1 month,8/16/2015 9:11:31 PM,5
1656,Reviews are for PRODUCTS,"
Overall Review:
            IQ of 80 or more should be required for rating anything.
        ","
Pros:
                Rating a PRODUCT based upon who you BOUGHT it from is not an ACCURATE rating of the PRODUCT.
            ","
Cons:
                Silly people who don't understand what ratings are for.
            ",Ownership: less than 1 day,8/15/2015 8:26:14 PM,5
1657,,"
Overall Review:
            Been so impressed with this SSD, that i've thought about upgrading to  500GB
        ","
Pros:
                Been very happy with this SSD, has sped up my computer, boot times are real fast.
            ","
Cons:
                no cons
            ",Ownership: 1 month to 1 year,8/15/2015 3:48:39 PM,5
1658,Done With Newegg,"
Overall Review:
            tried to get newegg to price match was told no, so that's my last purchase from this vendor
        ","
Pros:
                The Drives I purchased were great, unfortunately I have purchased the same drives on 3 occasions recently. All three were priced differently. In addition shipping was very slow to Illinois.
            ","
Cons:
                found for less at other retailers
            ",Ownership: less than 1 day,8/14/2015 11:28:10 AM,3
1659,Great SSD for the price,"
Overall Review:
            I installed this as my main SSD and moved my 840 Pro into my laptop.  Other than having to move this to my secondary SATA controller which has less performance than my main one I am pretty happy with this purchase.  On the secondary controller it performs slightly under benchmarks but I could get to work on the main if I wanted to break my RAID drive.
        ","
Pros:
                Good price for 500 GB SSD I got this for 200 bucks which is less then 50 cents a GB.  My NAS disk cost more than that.Extremely fastStable even on Windows 10
            ","
Cons:
                The only con I have is that it wouldn't work on a windows 7 install with the disk attached to my raid controller while I was running in a raid configuration.  Windows wouldn't see it during install even though the bios reported it correctly.  My 840 Pro would work in that configuration so not sure why this one would not.
            ",Ownership: 1 month to 1 year,8/14/2015 8:40:02 AM,4
1660,Awesome SSD,,"
Pros:
                - Very fast - Price- Quality - Just an all around fantastic hard drive to have
            ","
Cons:
                None
            ",Ownership: 1 month to 1 year,8/13/2015 6:38:44 PM,5
1661,No Complaints So Far,"
Overall Review:
            I did a benchmark on it (with Samsung Magician) and got the following:Sequential Read: 542 MB/sSequential Write: 513 MB/sRandom Read: 96478 IOPSRandom Write: 87176I did it with the hard drive blank (only the partition was created) and using SATA 3 (6Gb/s). Since I only got this today, I will update this if something happens.
        ","
Pros:
                I got it on sale for about $230 (CAD) with free shipping. There's more space than just a 120GB or 240GB SSD. It's made by a well known name (Samsung) and comes with 5 year limited warranty. It also includes Samsung's software to benchmark, optimize, and migrate the SSD, and (unlike other companies) the software is well made and doesn't seem like it's written by some 12 year old kid.
            ","
Cons:
                It ONLY comes with the SSD (of course), manual, and software. There's no screws, SATA cable, 2.5"" to 3.5"" adapter, etc. It's not really that bad but some people might expect at least a SATA cable or some screws.
            ",Ownership: less than 1 day,8/13/2015 3:30:18 PM,5
1662,Finally a 2TB SSD,"
Overall Review:
            Finally we don't have to chose between capacity and performance. They should have started selling these years ago. I'd buy it again in a second. Great purchase. Will upgrade to the 16TB version when they start selling it.
        ","
Pros:
                I've been waiting for a 2TB SSD for years. If you do any video editing or content creation 1TB is not enough and spinning hard drives are too slow. If you have  a laptop multiple hard drives are probably not an option. 2TB is finally a workable amount a space.This is an upgrade from a 840 EVO 1TB. The drive functions just like the 1TB EVO 840, but obviously has twice as much space. The long warranty is a plus and makes the stupid high price a little more tolerable. Just a little.
            ","
Cons:
                Crazy expensive, but what else are you going to do? Use a spinning hard drive? No way. Click click click so slooooow. SSD or nothing. Now you can get 2TB and blazing fast speed.
            ",Ownership: 1 day to 1 week,8/13/2015 1:40:06 PM,5
1663,Fantastic drive!,,"
Pros:
                fast boot up times, silent, keeps cool, well packaged
            ","
Cons:
                cloning software it comes with is absolute rubbish, had to install a different one than the provided software to get my drive cloned. doesn't come with the mounting bracket
            ",Ownership: 1 week to 1 month,8/13/2015 2:20:00 AM,4
1664,SSD Bliss,"
Overall Review:
            RAID 0 (x2), CrystalDiskmark v4.1.0 x64, 3 passes @ 100MiB, Seq Q32Ti = 1100MB/s+ read and 1050MB/s+ write on an Asus Rampage IV Black Edition. I also installed these onto a X58 EVGA mobo and couldn't get better then 350MB/s R/W with all possible settings maxed. They're great SSDs IF you have a solid controller to control them. Either an onboard controller or a stand alone card.
        ","
Pros:
                Capacity, price, shipping time, order processing, newegg... these SSDs are just win win win win win
            ","
Cons:
                It took 3 days to ship vs my OTHER prime 2 days! :P
            ",Ownership: 1 week to 1 month,8/12/2015 8:58:13 PM,5
1665,Fast with lots of space,"
Overall Review:
            Upgraded from a 256gb 840pro and i notice no speed changes good or bad. plenty of space for my OS,games and programs which is what i have always wanted on an SSD.  My only complaint is that magician still cant enable rapid mode on windows 10....
        ","
Pros:
                Fast Sequential Read/Write1TB will hold plenty of gamesLightweight,cool,efficient and quiteGreat warranty Magician software is useful
            ","
Cons:
                Still pricey for being a 1TBMagician software will not let you enable RAPID mode on Win10 yet....
            ",Ownership: 1 week to 1 month,8/12/2015 7:19:38 PM,5
1666,Great drive,"
Overall Review:
            The drive itself is great but it does not come with a 3.5 to 2.5 tray or screws. not worth taking an egg away but you may need to pick up a kit depending on your situation.
        ","
Pros:
                Great drive. I got it on sale and it has allowed me to remove a drive from my system. I formally had an OS SSD, a game SSD, and a storage HDD. Now I just have this and a game SSD. very quick and does its job so far.
            ","
Cons:
                none so far
            ",Ownership: 1 week to 1 month,8/11/2015 1:37:54 PM,5
1667,I buy about 10 of these a month. EVO and PRO,,"
Pros:
                The 840 had a few fail, the 850 only had 1 fail. Buy around 10-20 of these every month. Best drive on the market hands down. I run 4 of these in a RAID0 if that tells you how much I trust Samsung SSD's.
            ","
Cons:
                None
            ",Ownership: more than 1 year,8/11/2015 12:18:48 PM,5
1668,Samsung 850 EVO,,"
Pros:
                FAST FAST
            ","
Cons:
                Documentation is a little week.  Installing in my desk top with a clean load of Windows 7 Pro was easy.  My laptop was another story.  Once I got a hold of Samsung Support I found out the migration software will not work with Windows 10.  I went back to Windows 7 and it worked perfect.I still had problems with the drive to be recognized by my Dell Latitude.   I had to go into the Bios with regedit to make it work with AHCI.  That is the best way to get speed out of the drive
            ",Ownership: 1 day to 1 week,8/10/2015 4:01:19 PM,5
1669,Excellant Upgrade to Non-Retina MacBook Pro,"
Overall Review:
            The Mid-2012 MacBook Pro 15"" with an SSD is a beast, and the installation of this drive was quick and gave immediate results.
        ","
Pros:
                Fit perfectly inside Mid-2012 15"" MacBook Pro, initialized and installed without issue. Easy upgrade. Met with preferred price point for upgrade.
            ","
Cons:
                In Mac OS X 10.10 the OS may not enable TRIM support on 3rd party drives. This does not appear to effect overall performance of the computer with the Samsung SSD installed.
            ",Ownership: 1 month to 1 year,8/9/2015 8:35:19 PM,5
1670,Very fast and Reliable SSD,,"
Pros:
                This SSD drive is very fast and reliable. I did a spend test of read/write speeds. The write averaged between 490k and read 553k. The description is very accurate and this SSD is spot on. You are truly getting what you pay for the price of around $180 for a 500GB SSD drive.
            ","
Cons:
                None
            ",Ownership: 1 day to 1 week,8/8/2015 6:04:56 AM,5
1671,Once you go SSD.....,"
Overall Review:
            I have had OCZ, Intel, and Samsung drives.  My OCZ drives have had BSODs due to firmware and my Intel drives are very expensive for the reliability.  I have noticed that the Samsung SSDs have both great prices and reliability.  Can't go wrong with that.
        ","
Pros:
                I have a two year old laptop that had a regular drive, and this bad boy absolutely blew it out of the park!  Speeds are as advertised and makes my laptop boot up quick!  The Samsung magician software is also great at checking the status of the drive along with testing and making configure changes to the OS that benefit SSDs.
            ","
Cons:
                The cloning software is complete garbage. Not going to remove a star since the SSD itself is still fantastic.  Personally, I used Acronis and it cloned the OS drive just fine.
            ",Ownership: 1 month to 1 year,8/8/2015 5:17:05 AM,5
1672,Great SSD,,"
Pros:
                Excellent Drive, Very Fast... SSD enough said.
            ","
Cons:
                Not really a Con, but it would be nice if drives came with mounting screws. I mean I have plenty of parts laying around so it wasn't an issue but still.
            ",Ownership: 1 week to 1 month,8/7/2015 7:09:24 AM,5
1673,,,"
Pros:
                Excellent transaction for an outstanding unit.
            ","
Cons:
                None
            ",Ownership: 1 day to 1 week,8/6/2015 10:43:13 PM,5
1674,Samsung 850,,"
Pros:
                Performs at or near spec no matter how many you buy, great buy on sale. SSD fast! Excellent warranty and from my experrience above average support.
            ","
Cons:
                mediocre step up from 840, 3-d vnand fails to realize any real performance change.
            ",Ownership: 1 week to 1 month,8/6/2015 5:43:42 PM,4
1675,AWESOME,,"
Pros:
                these are great I have at least 1 in every computer.make an obsolete machine useful again.  Almost needed a new work laptop (C2D) but I wasn't ready to invest just yet.  Easily added a year or more of life to my current lappy and when i do upgrade i can take drive with me!
            ","
Cons:
                none
            ",Ownership: 1 month to 1 year,8/5/2015 2:28:15 PM,5
1676,Fast as Advertised,,"
Pros:
                Sleek and fast.
            ","
Cons:
                Software that came with it did not recognize it at first. Probably my Motherboard config. Takes a little tech knowledge to set up.
            ",Ownership: 1 week to 1 month,8/5/2015 12:19:54 PM,5
1677,Samsung Migration Tools,"
Overall Review:
            Samsung has a HDD -> SDD migration tool that cloned my HDD in no time, then with ""bcdboot c:\windows /s d:"" made it bootable. Migration = done!
        ","
Pros:
                Fast, extremely light, affordable.
            ","
Cons:
                None
            ",Ownership: 1 day to 1 week,8/5/2015 10:35:22 AM,5
1678,SSD: Made a Believer of Me,"
Overall Review:
            I cannot stress this enough- anyone who is on the fence should pick up an SSD.  For the price- there are some amazing deals over the course of a given month- and reliability, it doesn't look like you can beat the EVO.
        ","
Pros:
                This was my first SSD as part of my very first PC build... And it has been amazing.  I was used to starting a computer and going to make a sandwich- and now I can't make it to the light switch before the start-up screen pops up.
            ","
Cons:
                Getting into the BIOS and boot settings is difficult because the load-up time is too fast?  Really, there is nothing wrong except the mediocre size of 250 GB.
            ",Ownership: 1 week to 1 month,8/2/2015 10:06:43 PM,5
1679,Samsung 850 EVO,,"
Pros:
                This drive replaced a Seagate drive, The Samsung SSD boots up under 30 seconds on Vista 32. I don't get all of the Magician feature because of that, but all of the programs open and close around twice as fast as using the Seagate HDD.Samsung sequential R/W is 241/203Seagate sequential R/W is 57/59A major improvement
            ","
Cons:
                I haven't found any yet
            ",Ownership: 1 week to 1 month,8/2/2015 4:30:21 PM,5
1680,works great!,,"
Pros:
                works great faster then ever ... stay away from PNY it paper weighed last month that's why I bought this one !
            ","
Cons:
                the software froze up on my when I was trying change a setting in the software. I uninstalled it then used it as is . then it works fine !
            ",Ownership: 1 week to 1 month,8/2/2015 11:56:45 AM,4
1681,Installation Notes,"
Overall Review:
            Replaced the HDD in a HP Envy 15 x360 laptop running Windows 8.1 with this SSD.  Samsung included a CD with a Data Migration tool, which I had to first install on the HDD since the laptop does not include an optical drive. The Data Migration tool initially failed to clone the HDD to the SSD, but provided a error code that I could look up the problem on Samsung's website. Per the website, I moved the USB connection to the SSD from the laptop's USB 3.0 port to a 2.0 port, and the migration ran without any further issues. I then registered the device (5 year warranty), and downloaded the Samsung Magician application to optimize the SSD and OS settings, and test performance. I configured my SSD for maximum reliability and enabled RAPID mode. My particular results are the following. (Your results may vary, depending on the hardware or your laptop.)Sequential Read (MB/s): 3035Sequential Write (MB/s): 2128Random Read (IOPS): 71588Random Write (IOPS): 44576
        ","
Pros:
                Very satisfactory performance. The Data Migration tool (provided on the CD that comes with the SSD) and Samsung Magician application (downloaded from their website) allowed me to clone the HDD and optimize the SSD and OS for performance and reliability.
            ","
Cons:
                None to date.
            ",Ownership: 1 week to 1 month,8/2/2015 10:34:36 AM,5
1682,Great SSD For The Money,"
Overall Review:
            Though this model doesn't come with the 10yr warranty offered in the PRO line I really didn't see enough of a performance or reliability jump to warrant the extra cost of going PRO.
        ","
Pros:
                As far as SSD's are concerned these drives have to be in my top 10 best bangs for the buck. I decided to run two of these in a RAID 0 configuration. Both worked out of the box without any issue.
            ","
Cons:
                None so far.
            ",Ownership: 1 week to 1 month,8/1/2015 11:27:03 AM,5
1683,Simple and Awesome,,"
Pros:
                Migration and installation worked seamlessly; no issues whatsoever. The only downside was actually getting at the laptop HDD as I installed in a Dell that I basically had to almost completely disassemble to find the HDD. This new drive is lightening fast and machine boots in no time and software loads in no time. I expect I just added another 3yrs to our laptop's life expectancy.
            ","
Cons:
                None so far.
            ",Ownership: 1 week to 1 month,7/31/2015 9:31:46 PM,5
1684,"Good, but not great","
Overall Review:
            I bought this drive to run with Windows 10, seeing as I was running the tech preview. The installation went smoothly, the drive works great, but Samsung hasn't updated the Magician software to work with Windows 10 yet. Even now that Windows 10 has been released to the public, the Samsung Magician software still has not been updated to allow for the use RAPID mode, which gives a major boost to Samsung SSD performance. I could live without RAPID mode during the tech preview, but now that Windows 10 is live, Samsung has obviously dropped the ball.If Samsung ever updates the Magician software, this drive will get 5 stars, but right now a 4 is all it's getting.
        ","
Pros:
                Excellent performance and price.
            ","
Cons:
                Poor support, very slow software updates
            ",Ownership: 1 month to 1 year,7/31/2015 4:37:51 PM,4
1685,"Data Rocket, ESPECIALLY if you install in correctly!","
Overall Review:
            I used Samsung's Data Migration software to setup my SSD and transfer data from my WD1002FAEX hard drive. From reading the comments/complaints about Samsung's Data Migration software, I fully expected to encounter problems. Nope - it worked flawlessly, no runs, no hits, no errors. For those who have complained about this software ""freezing"", stopping, or failing to complete. In some cases, you may have been a bit impatient with the software doing its thing. I watched the process for awhile, and noted it appear to 'stop"". I just relaxed, walked away and let it do what it was designed to do, and it did.To get the max performance out of this SSD, use the RAPID mode. My PC took 16 seconds from the appearance of the ASUS BIO screen to reach the Windows Logon screen. But, I didn't install this SSD to see how fast I could boot up my system. I have large MS Outlook PST databases, and occasionally run the compaction process to improve performance. With a standard hard drive, this could take up to four or more minutes, depending on the condition of the database. With my Samsung SSD? About 4 - 6 seconds. My games? Watchdogs, Metro 2033, Far Cry 3, Dishonored - all load and perform noticeably faster.UPDATE (of a previous review I left in June) – this is worth reading, folks:I was pretty pleased with the jump in performance I received after installing this drive, but was puzzled by the Samsung Magician’s Performance Benchmark’s figures:Random Read/Write: 194323/92231Sequential Read/Write: 6466/5244Now, I’m technically savvy enough to know that these figures were bogus, and I planned to look at this issue later.THEN – after a month, for whatever reason, my Windows 7 Update file became seriously corrupted (no, I don’t blame my Samsung drive).  I could no longer install any additional Windows updates.  With the Windows 10 upgrade coming, I ended up working with Microsoft’s Tier 1 & Tier 2 Support over a three day period to resolve the issue.  After several attempts, they eventually downloaded an entire new copy of Windows 7 Ultimate for me to re-install.The installation went fine, I was able to install all of the new Windows 7 updates, and all was well…And then it got interesting. Samsung Magician’s Performance Benchmark decided it was going to give me TRUE performance figures, as follows:Random Read/Write: 369/391Sequential Read/Write: 65564/46905Ouch! Way too slow - I repeatedly went through every possible system setting that I could change to increase performance, but I could barely get the performance up to 403/378 on the random/sequential Read/Write.  Something was wrong, because this drive can do so much better performance-wise, I have SATA III ports, and I used a new, top rated OKGEAR GC18AUBM12  SATA III cable from Newegg…I was thinking about calling Samsung Support, but before I did that, I decided to verify I had my SATA connection in the right port per the ASUS mobo manual.No, I didn’t install it in the correct port; I wa
        ","
Pros:
                Easy to installData transfer went wellAlmost set up itself for meSamsung Magician SSD management software has a good GUI, easy to understand
            ","
Cons:
                None that I could see
            ",Ownership: 1 month to 1 year,7/31/2015 4:29:40 PM,5
1686,"Very fast drive; hey, it's a Samsung!","
Overall Review:
            Installed in a MacBook Pro early 2011 running dual boot Bootcamp Win7 with OSX.Be aware that Apple purposely cripples the Bootcamp setup so that Windows 7 will NOT enable AHCI support - you're running in IDE mode at half speed so that everything seems faster on the OSX side: 250 Mb/s read/write on Win7, 500-550 read/write with an OSX boot. Yes, I know there are ways to hack around this, but the price of potential instability and no sleep mode when you close the cover is too high to pay for me. When I need fast disk I/O, like running Adobe CC for uncompressed video editing, I boot into OSX.You just can't go wrong buying a Samsung SSD.
        ","
Pros:
                Samsung quality, reliability, warranty. Very fast drive.
            ","
Cons:
                None that I can see at the moment. This is my fourth or fifth Samsung SSD, and they seem to understand how to make these things. See Other Thoughts, below.
            ",Ownership: 1 week to 1 month,7/31/2015 11:07:24 AM,5
1687,Great SSD,"
Overall Review:
            Make sure you have a sata cable, and sata port on your mobo that is rated at 6gigabits rather than 1.5 or 3 to get the full effect!
        ","
Pros:
                GTA5 has less pop in, and slightly better frame rates than my old HDD would allow. Plus, my OS boots up in seconds!
            ","
Cons:
                Not huge, but if you can get it for ~$90-100, it's worth it, especially with the 5 year warranty.
            ",Ownership: 1 day to 1 week,7/31/2015 7:49:27 AM,5
1688,Fast and cheap,,"
Pros:
                This 500gb ssd was extremely cheap and came bundled with a 64gb ssd
            ","
Cons:
                Did no come with any cables or mounting tools.  The instructions show that it has all of these different cables but the box only contains the drive.. It would be nice if they had it come with a sata cable...
            ",Ownership: 1 week to 1 month,7/31/2015 5:00:33 AM,4
1689,Like a charm!,"
Overall Review:
            This drive comes with the drive, a ""Quick-start"" guide with cartoon guides for setting the drive up on a laptop OR desktrop, a warranty statement in umpteen languages and a disc with Samsung Magician and a more in-depth manual.There are NO mounting brackets or adapters, and there is NO SATA cable, and if you plan to clone a drive, there is NO USB adapter, you cannot use an external encasing. Have these on hand if you want to install when you get your shipment (Or better yet, order them with the drive!)Samsung Magician is totally optional. On SATA III without it you'll get advertised read/write speeds! WITH Magician, you'll not only meet them almost consistently, you can easily EXCEED them! (A previous reviewer has stated by ~50%).HOWEVER, Samsung Magician is finnicky software, and in fact, the drive itself is finnicky.But more on that in a second, let's go through my install process:Installed the drive, checked BIOS, it was all good. It automatically set the drive to IDE. This came back later.I did a clean install of my brand new (Free) copy of Windows 10, formatting my current 1TB WD Green HDD, and installing to the SSD. The installation was complete in less than 30 minutes, with ME as the bottleneck.It booted fine, drivers installed well, updates went without a hitch.Then my system crashed.I installed Samsung Magician and it reported everything was okay, but notified me: ""You're using this drive in IDE mode, and not AHCI. To get the best performance, we recommend AHCI mode.""Was this significant? Yes. I tried all sorts of drive settings and optimizations in Magician. My system would keep crashing periodically.I troubleshooted for two hours before I finally decided to switch the drive to AHCI. This is tangly. If you installed Windows on IDE, and change the BIOS to AHCI, Windows will not want to boot. It's set to load IDE drivers and never even look at AHCI drivers to optimize your booting. Your PC WILL NOT BOOT if you change your drive to AHCI after installing Windows with the drive in IDE.A safe mode boot after switching to AHCI solves this.However, that was in fact the issue. I left my PC on overnight to test and I came back to it humming away when I woke up.The same problem can be caused by other things too. They SAY that Samsung Magician, and sometimes that the drive itself, does not play well with AMD chipsets, and having an AMD FX6300, I can confirm this. As mentioned above, on IDE mode without Magician, on an AMD mobo, my PC would crash after roughly 30 minutes. But in other cases, AHCI mode or not, the drive crashes because of Samsung Magician! It's the same problem, but there are several solutions.Do yourself a favor and make sure you switch whatever SATA port(s) your put this drive on to AHCI BEFORE you install Windows, no matter your chipset (Intel or AMD). In some cases it's the difference between the drive functioning or not, and in others it just straight-up increases the dri
        ","
Pros:
                - Faster than any hard drive, only SSD I've seen that's faster is the same model in PRO form.- POST to Windows desktop in 5 seconds or less (On SATA II!)- Works well with or without Samsung Magician (See Other Thoughts for more info)- Shipped in one business day. ONE. Impressive as ever!
            ","
Cons:
                - Samsung Magician CAN be a nightmare (See Other Thoughts for more info)- Depending on your chipset, this drive might just not work for no other reason than ""It doesn't like your motherboard"".- Troubleshooting can take awhile, due to crashes and the SSD not liking forced reboots as a boot drive very much.No eggs taken off for these, because any problem I have had can and has been solved with ease (Even the chipset issues, which were due to my motherboard and not the drive anyway) and Samsung Magician is optional.
            ",Ownership: 1 day to 1 week,7/31/2015 4:51:04 AM,5
1690,The fastest SSD I've ever owned,"
Overall Review:
            Compared to my old SSD, this thing is a DREAM. Fast, reliable, and a fair bit thinner than other SSDs that I have seen.
        ","
Pros:
                The 3D stacked VNAND gives this SSD a very large advantage over the competitin. It's FAST. Combining the #D memory chips with the Samsung RAPID mode and some nice fast 2400 ddr3 RAM, one can achieve very fast speeds.
            ","
Cons:
                None!
            ",Ownership: 1 month to 1 year,7/30/2015 9:51:39 PM,5
1691,failed in less than 6 months,,"
Pros:
                fast while it lasted.
            ","
Cons:
                failed in less than 6 months. do not recommend.
            ",Ownership: 1 month to 1 year,7/30/2015 3:01:39 PM,1
1692,Perfect!,"
Overall Review:
            If you browse for SSD's over long enough of a timespan, Newegg will start sending you promo codes. Got mine for $161.99.
        ","
Pros:
                Plugged it in, did a clean install of Windows 10, and was blown away by how fast and quiet it was compared to the HDD it replaced. It's my first SSD, so I'm sure I would have been equally floored no matter the brand, but I did the research and found this to be among the best budget drives on the market.
            ","
Cons:
                It's not the 850 Pro? I couldn't justify that extra cost.
            ",Ownership: 1 day to 1 week,7/30/2015 2:18:10 PM,5
1693,SSD's for the Win,,"
Pros:
                Did not run any benchmark tests but using this SSD I have incredible boot times and excellent load times of all applications I have opened.
            ","
Cons:
                Obviously they make SSD's the 2.5"" standard for Laptops so I had to get an adapter to put it in the case properly.
            ",Ownership: 1 month to 1 year,7/30/2015 12:09:22 PM,5
1694,Fast and reliable,,"
Pros:
                -The speed boost I needed for my 4k gaming rig.-Lots of space.-Easily cloned and replaced my secondary drive, a 1tb WD black.
            ","
Cons:
                Nothing so far.
            ",Ownership: 1 month to 1 year,7/30/2015 5:52:05 AM,5
1695,Amazing,,"
Pros:
                INCREDIBLE upgrade to my SATA 2 HD. This thing is lightning fast
            ","
Cons:
                No. Just no....buy this.
            ",Ownership: 1 week to 1 month,7/30/2015 5:02:51 AM,5
1696,"First SSD, not dissapointed","
Overall Review:
            would buy again
        ","
Pros:
                Space, Speed
            ","
Cons:
                does not come with the usb to sata cable to clone windows
            ",Ownership: 1 month to 1 year,7/29/2015 2:41:15 PM,5
1697,"SAMSUNG 850 EVO MZ-75E250B/AM 2.5"" 250GB SATA III 3-D Vertical Internal Solid State Drive (SSD)",,"
Pros:
                This is my first SSD and is a too fast.Boot to windows in 7 seconds, the software to migrate its great, but first need to defrag the oldest disk to can migrate, fail at the first attemp , after i do the defrag was good. its a great SSD.
            ","
Cons:
                NONE
            ",Ownership: 1 month to 1 year,7/29/2015 12:23:01 PM,5
1698,Fast dependable,,"
Pros:
                Its fast.
            ","
Cons:
                NONE
            ",Ownership: 1 month to 1 year,7/29/2015 1:38:07 AM,5
1699,Great SSD,,"
Pros:
                The best SSD for the money
            ","
Cons:
                None
            ",Ownership: 1 month to 1 year,7/28/2015 8:29:43 PM,5
1700,"Fast, reliable, CHEAP","
Overall Review:
            I went with PCI express 3.0 SSD on my latest build (over 2gb speed on crystaldisk), and on day to day--daily use, there isn't much of a noticable difference. Plus, they are way more expensive at this time and there isn't much variety of choices in those segments (intel750, hyper x predator, sm951).. So these Sata cable ssd products still holds its ground. I recommend!
        ","
Pros:
                500GB SSD for under 200? That's a great deal for me. Given that it's from samsung, and I have had no problems with them for past years, this is a no brainer for me. I didn't have to use my hard drive as a slave storage on my build. It has plenty of spaces I need.
            ","
Cons:
                None
            ",Ownership: 1 month to 1 year,7/27/2015 8:14:07 PM,5
1701,,"
Overall Review:
            There's not a whole lot bad to say when you have two of these in RAID 0 and you can easily benchmark 1GBps read and write for sequential data. As these serve as the main boot drive and scratch disk for a gaming and video editing machine, they have been well worth the cost with regard to the amount of time I once spent waiting on traditional HDDs (even in RAID) to boot and transfer files.My Rig:Case: Corsair Carbide Series 500R BlackCPU: Intel Core i7-4790KHeatsink: Cooler Master Hyper 212 EVOMB: Gigabyte GA-G1.Sniper Z97RAM: Crucial Ballistix Sport 16GB (2x8GB) DDR3 1600Video: MSI GTX 970 4GD5T OC 4GBPSU: EVGA 220-GS-0550-V1 550W 80 Plus GoldSSD: Samsung 850 EVO 500GB x2 in RAID 0HDD: WD Black 1TB - WD1003FZEXOptical: LG Blu-ray with DVD+-R
        ","
Pros:
                Incredibly fast.Works well in RAID 0.Silent.
            ","
Cons:
                None noted.
            ",Ownership: 1 month to 1 year,7/27/2015 4:18:42 PM,5
1702,fast ssd,,"
Pros:
                Faster than the 840 evo in my old build. Half the price of the 840 just two years agoSSD is a must for a silent build.
            ","
Cons:
                Prices keep going down so the 860 evo should be even faster and cheaper next year.
            ",Ownership: 1 day to 1 week,7/27/2015 1:53:33 PM,5
1703,Great drive for a good price,"
Overall Review:
            Sure there are cheaper drives out there but if you want very quick load times and need the space. Buy these.
        ","
Pros:
                Picked on of these up on sale the other weekend. 500gb ssd for under 200 bucks that preforms superbly. I got one of these as a drive for all my games. Much quicker than my 840 250gb evo that was in my old rig.
            ","
Cons:
                Can't think of any.
            ",Ownership: 1 day to 1 week,7/27/2015 1:48:16 PM,5
1704,Fassssst,"
Overall Review:
            next time it will be the 1TB
        ","
Pros:
                This drive is easy to install and worth every penny. If speed is what your looking for then this is the drive your looking for.
            ","
Cons:
                none, none, none
            ",Ownership: 1 month to 1 year,7/27/2015 12:15:34 PM,5
1705,Looks good so far,"
Overall Review:
            Overall very pleased with the easy and relatively fast transfer of the OS.  If the Samsung reliability holds up like I expect it to this was well worth it.
        ","
Pros:
                Install was straight forward for upgrading old 120G SSD to this 250G SSD using software free on the Samsung web site.  Old drive with Win 7 Pro 64 Bit OS  was very full and transfer too 25 minutes through USB 3.0 port.  OS fired right up.
            ","
Cons:
                Not a real con but you need to have a USB 3.0 to SATA 2.5 inch transfer adapter to use the Samsung free Migration S/W.  I used a StarTac cable I ordered from NewEgg.
            ",Ownership: 1 day to 1 week,7/26/2015 4:41:44 PM,5
